Year,County,Extreme Heat Days,Heating Degree Days,Cooling Degree Days,Max Temp,Min Temp,Precipitation
2001,Monterey,48,605,1741,86.99977047064934,63.59767934356582,180.02363884166547
2001,Napa,31,4527,150,75.40561163479192,69.10873835796022,53.07478908369434
2001,Riverside,6,2391,4469,80.31539809299272,41.43854790297361,35.46684223361514
2001,Sacramento,0,4381,627,64.60467092695366,31.00485879446818,153.2929303691333
2001,San Joaquin,13,2624,1700,80.28743451093435,49.444882250314144,48.59483069598809
2001,San Luis Obispo,16,1931,4619,76.88094736027801,31.403357180290495,87.59193947274409
2001,Santa Barbara,15,4668,4086,95.53913855153121,60.28166402837365,83.573094174653
2001,Santa Clara,35,3708,2275,79.55545102338156,53.22085094820952,192.78480942246
2001,Santa Cruz,42,23,228,72.66801347001628,66.84953341254248,128.6643233178126
2001,Solano,35,820,2002,107.42583511094699,39.42334022394135,180.45708456578015
2001,Sonoma,41,453,1220,112.9595484948585,57.98553146414046,196.19938907182657
2001,Stanislaus,1,767,4569,110.60419298890281,45.701858669287326,137.41440068224202
2001,Statewide,26,2764,1029,112.9680717068401,66.06644131255703,111.09155598408151
2001,Tulare,23,175,3858,62.747982544809666,36.535051655918586,189.06974275630387
2001,Ventura,11,2298,1325,119.81573704771763,60.280679987088064,70.53122893037747
2002,Alameda,43,1703,1532,112.05093181278735,35.2246108591534,8.922157984551005
2002,Butte,2,4751,2603,79.24310403889399,38.69010740939025,198.2515555927029
2002,Fresno,27,927,4141,119.63126955500168,64.71602183708318,30.434216171429227
2002,Imperial,8,2113,2777,96.68789489828137,35.04277575818372,14.727871791518954
2002,Kern,44,52,4403,68.60903527271186,53.62068801408562,133.70687625424176
2002,Kings,23,890,4515,100.02940192640116,43.649926286829476,66.79919358084835
2002,Los Angeles,22,327,4592,64.0559382439725,67.72404210549155,88.72275636900962
2002,Madera,11,4629,4715,104.27393532943526,38.04567375709894,163.03871643070536
2002,Merced,2,522,1629,113.01569302407617,65.73560021789558,77.33801002780308
2002,Monterey,4,3408,3430,65.56055789934476,58.54063618415458,81.57149692562022
2002,Napa,8,2453,4829,107.27743692409771,51.563892897579194,167.34447816089045
2002,Riverside,1,4593,294,92.65064539155628,35.130719571696126,189.6692574900351
2002,Sacramento,38,2641,157,87.27542326919429,68.70856176498675,136.4889377510767
2002,San Joaquin,21,4962,3608,112.34441007238945,59.460005045720266,172.44296956973187
2002,San Luis Obispo,15,4038,1459,61.41308953507505,34.43262161583641,95.93558029841786
2002,Santa Barbara,45,1672,4694,113.87529820154265,46.34047669114775,50.34570829995695
2002,Santa Clara,42,1771,2216,70.84761112677045,65.33989422396672,140.06754094525564
2002,Santa Cruz,36,2015,765,116.0359500135265,44.054677675433965,8.308671114455501
2002,Solano,19,1588,3990,63.44329703767086,38.44586828608474,132.59073315520993
2002,Sonoma,30,2047,2523,61.57881521542422,30.841393495712097,135.64578564175997
2002,Stanislaus,12,3491,2013,72.00956978908762,49.425051734867154,76.35838725489154
2002,Statewide,13,993,1565,95.5237882165649,34.04086794587633,63.16590795355628
2002,Tulare,1,2011,4449,89.82570976155301,53.271249047204066,135.13233904659504
2002,Ventura,46,1628,1473,78.42572739547602,36.57844187652623,163.0015896834716
2003,Alameda,33,2382,1567,86.61944438649397,69.73852167281638,180.52007825547273
2003,Butte,6,2895,478,91.59393679480043,52.1525277641368,161.25868832715338
2003,Fresno,11,1349,3077,110.00381348412128,69.84881474900746,157.3186213008006
2003,Imperial,1,3908,3389,79.4214293076086,39.519083595297346,43.06720367791392
2003,Kern,46,3875,3735,100.90669125087459,40.242503274312845,116.94115705293085
2003,Kings,21,4654,702,95.3327165020143,34.55878020782852,44.84700354777493
2003,Los Angeles,0,749,2073,95.92700943214764,30.909147471391876,164.09223436362257
2003,Madera,30,83,2670,65.3381699387006,48.77861314844488,27.494319519262177
2003,Merced,37,4479,898,107.99433710974036,56.80989296961789,27.73567621489159
2003,Monterey,21,2542,4823,89.78949477558302,66.06427049792083,65.10650795042035
2003,Napa,19,1271,2406,101.14673189384888,41.674689319679885,144.62686303868227
2003,Riverside,36,3088,4254,84.62931611649353,38.42439500070486,144.30371441704173
2003,Sacramento,21,3129,1353,75.85099334743364,58.460997836750806,101.75453462474253
2003,San Joaquin,18,2002,931,82.77658545778324,39.62276643382512,60.52398083810182
2003,San Luis Obispo,2,386,1020,101.6615142915087,65.71576108030519,67.8174232106108
2003,Santa Barbara,48,3960,3129,78.22122062280606,63.60469558795981,56.048287922458485
2003,Santa Clara,14,1679,2966,69.31018925435357,54.27144187708369,16.56535427658841
2003,Santa Cruz,14,782,261,96.27967186277762,32.124810800294924,59.82191644128356
2003,Solano,46,1755,1431,65.83634195863449,62.20916969727381,101.87020101652257
2003,Sonoma,15,336,97,105.73669208603081,47.084372164198726,172.5780622846184
2003,Stanislaus,31,2220,3748,94.26082428205675,58.26344538668202,92.09301447185001
2003,Statewide,49,3430,2856,91.5050400559776,30.431822119964167,198.98367551010392
2003,Tulare,4,3954,3441,100.10443298686678,53.05279035400699,186.23035244588016
2003,Ventura,37,2362,750,108.13684618304117,38.92409822823872,21.2398371584819
2004,Alameda,1,2833,13,90.30022027384845,38.19933877946562,38.20766179707118
2004,Butte,10,4465,936,67.05837832412978,49.24779468198906,193.9763217933856
2004,Fresno,4,4805,3258,88.6831406723224,40.11634700494742,162.9632960269249
2004,Imperial,31,285,3657,114.63194853352067,66.09094519065171,147.2709556153028
2004,Kern,29,4344,3423,118.98797426397331,46.522955248430904,160.50328934380238
2004,Kings,43,1695,2364,85.81775046676454,64.30914597156327,64.66292887296716
2004,Los Angeles,0,3776,1142,73.85690913421676,33.32229127421896,19.277975249197652
2004,Madera,20,730,2211,76.13967073697245,34.875203388326725,56.32604306623836
2004,Merced,0,4082,2818,99.26313427533563,58.79073201606564,190.88710609583075
2004,Monterey,33,1239,1733,116.5424784439108,53.173966561080874,127.32297016347734
2004,Napa,16,1735,3050,67.84438661801835,38.843272381087814,164.21050121446888
2004,Riverside,26,1745,2573,68.1464471588474,50.46755512500468,66.31747023570198
2004,Sacramento,28,515,2289,116.15157687103847,50.191129708381624,67.09394445606193
2004,San Joaquin,20,2370,978,94.687956272169,34.958468950701686,120.57644504392742
2004,San Luis Obispo,47,3771,4830,106.81658330855075,30.286979948354343,43.510839827716595
2004,Santa Barbara,38,4044,3987,110.54901487839105,44.87314880426064,102.70739470042018
2004,Santa Clara,29,3281,224,93.08448802998322,63.07425659448285,9.153072096864424
2004,Santa Cruz,35,2958,1429,114.19202723417544,68.48236464017248,54.498256896935814
2004,Solano,41,435,1943,110.05386157002435,57.699268225530695,57.58014315252817
2004,Sonoma,44,2253,3771,103.8742647404674,63.72303612170068,133.56334360287187
2004,Stanislaus,33,1659,3339,116.19209416965174,51.852394238324436,34.97462777088987
2004,Statewide,1,4442,996,70.38414867778481,33.942967907645986,136.5250053051882
2004,Tulare,30,1223,1927,112.6555500821225,63.37506113414746,99.63645200197007
2004,Ventura,8,271,4219,116.82689913979088,50.2115456380068,8.269531650776996
2005,Alameda,25,2004,4042,94.95653335046009,51.75659143392829,189.56122421613313
2005,Butte,45,3048,2553,100.32813336978663,68.51503291129902,11.103733219571076
2005,Fresno,35,4893,590,104.85786819568413,60.29182538910473,195.27713368710866
2005,Imperial,14,2183,4808,67.87965563442515,52.49605231027307,57.935797243329375
2005,Kern,37,4271,1256,93.15149342048943,60.34449208411402,22.77091787804848
2005,Kings,35,326,2063,89.98627776009833,54.52259721097363,88.25018689983506
2005,Los Angeles,37,2344,1492,99.03820255165633,51.025105468095475,33.080659656629095
2005,Madera,46,3878,3153,65.14616249623022,55.16964274225608,75.57628531218275
2005,Merced,29,2181,2974,78.94522881019176,44.91352428181038,153.25766758374522
2005,Monterey,35,4801,1718,111.57594255460742,53.6243629998139,149.1515221181301
2005,Napa,14,1262,2748,66.65876318883899,50.89145174336847,191.12722393566247
2005,Riverside,38,3768,3494,102.92802177146244,47.92970280891667,167.51961884090537
2005,Sacramento,43,4839,746,89.81563439254772,39.87535159289022,110.2579726387867
2005,San Joaquin,4,1786,266,93.20807205052628,48.78029137519533,187.00748995688102
2005,San Luis Obispo,42,1358,4459,83.79557017318265,47.000474785941286,126.25386440040617
2005,Santa Barbara,45,3333,3037,89.80436713630439,63.13594815093388,136.32762982016254
2005,Santa Clara,46,2316,1405,110.21448795925937,40.373474269609694,96.19184148164292
2005,Santa Cruz,12,1716,3790,108.19388473814291,41.574295459149596,176.82639577215284
2005,Solano,40,4565,3785,111.35176887136281,49.170050176476025,60.595160897343824
2005,Sonoma,8,804,2510,87.90304377335028,63.9288887730807,133.18799622954077
2005,Stanislaus,5,606,1260,95.39140892550148,50.22185282810203,119.04024992769597
2005,Statewide,33,2348,1749,61.291216125538725,63.96930994363206,26.509033154111705
2005,Tulare,17,4464,925,98.73871510622477,51.67825002724847,2.514551509328533
2005,Ventura,46,2284,4366,64.64246820872084,31.894075989755418,180.26878022448517
2006,Alameda,15,2723,3178,114.6571133928157,43.15401482046488,109.18740535875024
2006,Butte,16,4931,994,94.18699041309384,49.76795444924129,15.627094978835633
2006,Fresno,3,1208,3179,100.28159236622788,48.02847425784115,87.43151978326405
2006,Imperial,8,2457,3872,65.68910681508252,33.3717449163398,19.009363220768183
2006,Kern,28,1330,3863,90.8939410277586,69.6093164045965,54.602652471219756
2006,Kings,16,3235,84,108.794158801317,53.58437635944708,116.7703481187085
2006,Los Angeles,10,764,1165,76.8244194358886,39.23062244252222,16.709990384897022
2006,Madera,24,2947,4958,80.13989783763259,33.92448571976737,160.38123109549204
2006,Merced,21,4470,2430,73.3959561268316,40.21878340403486,87.1942372921106
2006,Monterey,4,3012,2821,93.37544037410504,62.7886334450436,104.08429399648212
2006,Napa,41,3300,4673,103.4896746647468,43.66682801393499,136.06048968887643
2006,Riverside,4,4095,3859,60.5385349332077,68.63373912040608,77.49546711812687
2006,Sacramento,47,4168,2690,115.34472927211914,58.65528888623229,179.46642739045458
2006,San Joaquin,34,1482,3472,100.35477856887788,44.17679667159879,2.3827909263995695
2006,San Luis Obispo,32,4734,2828,118.81273733272647,44.7408082891247,156.11176590619294
2006,Santa Barbara,44,4185,2317,103.65244148635185,46.56842020759946,181.24473459568324
2006,Santa Clara,31,1024,1989,68.82226077083652,37.14402823271546,111.67737836892945
2006,Santa Cruz,34,3304,4413,97.5065991090556,59.475219567467065,19.801748456802915
2006,Solano,30,4546,978,102.09165213955103,39.48890764715207,83.13570089266136
2006,Sonoma,33,2326,4535,102.71290811290831,35.31486264848295,106.12513255747437
2006,Stanislaus,22,2426,304,108.7702798261118,30.755274450517117,52.340153748607875
2006,Statewide,14,2187,2536,118.18163858455719,47.89789448607471,12.521527761622142
2006,Tulare,29,2518,4016,66.29572546379299,59.86250376441413,176.40867070104355
2006,Ventura,44,4723,87,67.63355625622499,55.78809034286108,70.40961735179829
2007,Alameda,30,1296,676,93.04866563916963,37.56405969923396,79.9439838118297
2007,Butte,31,3560,3602,105.99341212260909,54.7706508473005,132.15429526719734
2007,Fresno,10,2658,4779,76.89286250539008,49.858896466085035,24.66997385279932
2007,Imperial,31,81,3588,70.72683966105745,54.54016865650632,184.85982861247362
2007,Kern,26,2309,3353,80.0549948390408,44.379683304838295,53.21508249814946
2007,Kings,41,2690,483,79.7499941745758,62.96344490155639,142.32645234954083
2007,Los Angeles,19,4810,1510,102.93341097104867,55.46414874827011,85.14536619369643
2007,Madera,13,4217,3083,103.32931174345974,55.17138506895074,146.57457607272636
2007,Merced,3,742,6,80.13393498995974,47.95635158057934,62.58402786548458
2007,Monterey,5,3616,4451,86.96173499029646,48.2450728727714,42.30644251242373
2007,Napa,33,1609,1087,91.4772749301489,46.96054362783485,14.970668192823
2007,Riverside,23,1146,428,69.79983698554092,63.690191257152364,194.826949088241
2007,Sacramento,24,4522,222,97.16777629231976,58.51727433928557,42.62527358810144
2007,San Joaquin,3,3692,360,115.36024247780546,69.16650764891304,135.45093931965351
2007,San Luis Obispo,30,2912,2175,100.62169271333107,31.839279677633034,51.20212704514637
2007,Santa Barbara,44,863,1861,87.39977672822711,40.206034716266146,111.22764336178722
2007,Santa Clara,42,3835,1787,87.00266550605085,31.34613068457194,165.51452322372623
2007,Santa Cruz,13,4407,1823,64.85619212205341,31.75860273576333,77.73695133847656
2007,Solano,25,2133,4065,103.55933427791197,43.856047965858906,59.48917644667999
2007,Sonoma,30,47,2775,104.89694878889057,68.2103485601911,152.2152377328754
2007,Stanislaus,21,4939,2599,118.34816299078605,50.63862676778775,62.60117911412011
2007,Statewide,16,4947,2881,104.70500765768682,58.253276656292634,34.26493499001386
2007,Tulare,3,2977,986,85.0844462767011,63.10735219396462,15.927085463893631
2007,Ventura,46,1514,1924,101.58831207011741,32.23446924982567,176.31098994003543
2008,Alameda,12,623,4362,68.74615942913964,64.592979407477,47.21204274778419
2008,Butte,4,1544,801,94.73432216288859,41.025415030798946,175.6995111090353
2008,Fresno,15,3594,362,119.62006679076515,45.71151719138754,198.20269842642446
2008,Imperial,6,873,1482,61.586052310199854,46.45718744901452,17.15074339339666
2008,Kern,37,2000,4637,93.21918497111245,33.619274366303486,88.4188622870183
2008,Kings,0,1736,1109,71.2109721829628,37.5503421357272,158.0301065502066
2008,Los Angeles,38,4951,2601,106.56398112316155,39.798972488117855,42.7349020300833
2008,Madera,27,4712,470,68.1219094944014,38.80841548699355,30.591549632014512
2008,Merced,49,1335,4524,77.00430873836874,68.09278358039552,16.272341216083163
2008,Monterey,38,3399,3858,99.66401748369205,64.07640722702135,182.41843101449314
2008,Napa,6,4197,3219,113.01814195031078,45.991449277031194,26.03623984991794
2008,Riverside,8,1220,1544,91.58281419437935,45.91887766187406,151.1988127611153
2008,Sacramento,30,3926,4564,94.90215505279298,43.00719960057157,119.08712209719674
2008,San Joaquin,3,2954,3802,67.44285888954751,59.61026418514722,66.83006440865226
2008,San Luis Obispo,6,3041,214,61.03412586065484,55.59399342595461,136.93255176805832
2008,Santa Barbara,42,4176,4754,91.74731549441158,34.51548432370057,25.366541544342258
2008,Santa Clara,0,2604,112,83.80241760215216,45.10316627324026,180.63082774208095
2008,Santa Cruz,27,3752,2359,95.83456077912399,31.605103634130572,187.9521130746719
2008,Solano,46,4843,104,72.78865316031732,37.24576582412505,90.72124161079107
2008,Sonoma,45,2778,1732,104.66647425371879,33.54683920321109,127.21189046386374
2008,Stanislaus,27,793,4498,62.73047588973931,52.08766300172434,113.96646911728405
2008,Statewide,28,1584,2012,84.05025820446578,65.4909088421493,135.67685480933903
2008,Tulare,35,2862,901,105.26608103472347,32.06981712714354,128.79127065495481
2008,Ventura,43,4895,2864,73.28863474355217,35.119085529619966,155.93214440951962
2009,Alameda,39,2962,2577,119.38465309672407,64.74641474645813,147.9161736605506
2009,Butte,19,4174,4613,115.8962975149469,50.20571900986887,194.43105469587059
2009,Fresno,6,3610,1514,94.73790641306209,35.611066342729394,8.667843476248581
2009,Imperial,22,3270,485,61.22966979902197,59.368595111168965,58.24816675560758
2009,Kern,34,4399,970,71.574924376538,66.15104368998811,176.20557678661802
2009,Kings,18,4089,1674,84.74066077160379,40.84054480968581,113.89073487926144
2009,Los Angeles,40,2704,4846,86.95860506605783,61.48618363748807,168.35916550447953
2009,Madera,21,2746,1211,67.8792529059909,38.81284817115322,38.66940941272854
2009,Merced,27,1782,746,116.62896945557395,33.52919263828758,124.83904364625245
2009,Monterey,48,1065,868,93.5435504221324,69.86023375286868,95.98989303813907
2009,Napa,12,4416,3431,107.12278015602742,62.912155805979985,27.400725128032043
2009,Riverside,5,1176,2196,82.84476080075589,60.99163514885032,28.501268745600463
2009,Sacramento,31,3591,1466,90.67784359940691,64.6189565857646,133.8935267681933
2009,San Joaquin,34,2276,2714,89.0770274664068,35.24690033969747,181.5750153931657
2009,San Luis Obispo,30,383,61,93.7801951491754,43.330571181409496,86.83107642902874
2009,Santa Barbara,1,2874,1895,96.5235970105933,62.30166427126627,147.585460765429
2009,Santa Clara,48,2186,705,61.92670417717133,46.332373179120694,184.8887471912475
2009,Santa Cruz,40,667,4587,84.31751989260061,41.27610773059592,55.654807814590846
2009,Solano,5,3763,1909,95.55055175866396,56.775233207934875,110.967365795897
2009,Sonoma,36,939,2878,76.12647007044092,55.88779891626967,56.761718599492795
2009,Stanislaus,46,4290,1147,109.40055862627031,44.91143039968065,30.957645017186387
2009,Statewide,34,131,993,60.987244244900914,42.987739243199776,189.02416642526518
2009,Tulare,27,1910,2309,91.10940801710574,38.28050999592186,100.9913079052127
2009,Ventura,32,4110,304,109.77018929789772,30.565383037621864,124.73358673908699
2010,Alameda,23,3098,4320,79.33014032670056,31.292608836579014,120.26184302131031
2010,Butte,9,2410,1057,77.75749590198419,48.58186690386311,22.31039035175293
2010,Fresno,42,371,1191,100.36872579290458,43.14705568168081,7.537499484451393
2010,Imperial,22,1025,1871,115.15644534426384,59.97377612531234,110.761668970774
2010,Kern,14,2904,1516,111.63921127271047,32.55120119724169,43.16971577817041
2010,Kings,32,2870,3274,87.67845305376059,64.42905293340857,18.665836827532424
2010,Los Angeles,29,1922,3107,110.1473378186422,31.411334219988607,18.032442682732253
2010,Madera,22,601,2856,91.81244301254394,40.67839438706503,92.78435015917397
2010,Merced,18,2556,2186,106.95407058706341,32.86870403418475,131.95296008819443
2010,Monterey,39,2928,1851,109.54983777543359,59.12579721637276,73.59356779989474
2010,Napa,9,2157,1549,67.83958915230747,68.904197577455,184.93029476097718
2010,Riverside,12,2089,4539,104.47136817373772,46.18913646966797,143.53591734940372
2010,Sacramento,22,2536,414,112.5011099594459,66.72028960437024,86.38697918575117
2010,San Joaquin,12,1492,1734,80.8595869604228,67.27168320315195,175.11753609417192
2010,San Luis Obispo,41,4924,1111,81.87094739800062,65.14759745984952,48.454608525391805
2010,Santa Barbara,45,778,425,99.7202189591467,61.06945233462783,159.13951790344612
2010,Santa Clara,2,1811,4026,72.26890186965959,51.58460356435313,82.78122904994171
2010,Santa Cruz,47,2361,4140,104.08473609205134,48.31113624607635,142.73682422194466
2010,Solano,22,4969,4301,61.40748813415829,60.79079702419314,84.71449871794259
2010,Sonoma,15,2048,4619,108.36446080964342,59.03255290844092,81.05576703454635
2010,Stanislaus,6,2318,1566,110.67014050804454,61.038883587952604,41.28268394253028
2010,Statewide,4,4038,4307,117.072017959236,36.515980895107454,50.67768149577605
2010,Tulare,41,4101,3250,95.1205971839324,62.9758438590655,111.11895462232226
2010,Ventura,17,4575,2946,66.24196780258376,65.27353091422376,93.88834473680421
2011,Alameda,15,4853,1415,87.27539169832741,54.26759137587205,61.997734018250526
2011,Butte,19,3052,260,93.73979227459,50.669131118011265,195.70631498914958
2011,Fresno,20,4876,4501,101.23210844995111,62.6331176564001,196.83384621506565
2011,Imperial,41,4054,2869,67.42598180166911,30.459331126128056,109.93560156115029
2011,Kern,23,28,3115,106.9836345434565,50.04554822944454,161.28905034247353
2011,Kings,2,3711,1815,61.64296944955215,35.264815172836784,160.07004525768383
2011,Los Angeles,14,4350,3442,116.40208757719718,60.51293633733191,158.03495556918642
2011,Madera,42,55,154,97.90617211744825,57.09888553020676,198.67466161632456
2011,Merced,8,4151,4419,67.6362251454551,42.01181480452007,63.90199926821551
2011,Monterey,28,2256,2464,101.24287750162856,41.94631527343598,44.7044135894193
2011,Napa,14,3750,1416,118.21618536885705,66.8225738665464,94.49594617330095
2011,Riverside,18,4180,360,88.1598500814507,68.64167717960389,45.54570098337361
2011,Sacramento,28,3172,3888,90.57786608163534,65.91443534818305,113.21599229250381
2011,San Joaquin,36,4977,4861,70.64800240098937,42.46302721758124,113.91073101855031
2011,San Luis Obispo,37,1492,2416,85.32099136320514,58.44426561436709,137.81296272734758
2011,Santa Barbara,34,4322,808,106.67408953886661,50.99322059372084,193.40944133543186
2011,Santa Clara,27,2125,2918,110.54849631583784,51.68916115909285,87.50423212012723
2011,Santa Cruz,36,58,4002,89.61447566407442,66.72718071577725,12.983676717764968
2011,Solano,22,2664,1552,115.86519893975935,37.49004173952141,5.8451801168241335
2011,Sonoma,25,27,736,114.17385095759421,67.52897199444747,31.46857388657882
2011,Stanislaus,0,4998,2725,105.0854853170415,36.70903625341717,182.81889215069268
2011,Statewide,23,2891,4596,82.75188769509283,55.85736829295453,29.61820713441885
2011,Tulare,17,490,4898,64.98929432168099,69.13298569135405,13.371912749181725
2011,Ventura,46,2872,2623,100.01104818635969,49.52524496691113,56.37489651740679
2012,Alameda,17,1026,3339,65.61654378612731,67.77834345250169,70.24103948206427
2012,Butte,39,2823,3317,80.45906618013298,39.1579098997224,83.44639981539561
2012,Fresno,1,2141,1257,77.87155252938251,49.31682000597081,66.39997193104215
2012,Imperial,3,2625,738,67.93530003062978,52.8628007864519,49.89335723539412
2012,Kern,1,1952,2873,63.57945156192821,40.12888495545222,80.95520217358705
2012,Kings,16,1079,3398,80.42514345577925,43.715400799217875,71.24055320569704
2012,Los Angeles,49,1994,2893,118.39569116838929,42.323090303002154,22.87250310877662
2012,Madera,48,330,1371,116.30890669091825,34.88849720103349,120.2440076556047
2012,Merced,9,3260,3838,107.17012118228739,64.08088908996216,129.03083658557287
2012,Monterey,18,3922,4003,107.29275176663064,31.1411310170752,52.06729205739893
2012,Napa,6,4508,874,61.34073508167089,37.7797115083028,166.69098724300363
2012,Riverside,46,1969,4814,117.78665256389652,56.30324220634707,162.17378997904873
2012,Sacramento,47,1387,1580,66.60830214370142,44.800029922782485,0.9004069920160562
2012,San Joaquin,24,3218,4438,66.70237549651544,35.2311759497531,0.30931370599105446
2012,San Luis Obispo,8,4452,324,98.14529486660915,33.97286084118348,157.3816415354615
2012,Santa Barbara,18,3248,3406,87.9120658941946,64.63271403509498,36.75002534764926
2012,Santa Clara,38,166,2241,116.99312888468862,43.828001568526695,164.2764431440105
2012,Santa Cruz,29,3656,521,118.08026526274244,39.533459126159144,2.078636936569489
2012,Solano,35,3273,4695,85.61967427524024,36.830527569507794,29.21818942519789
2012,Sonoma,33,2124,4595,65.84310544574512,66.32656900852811,144.94171771584064
2012,Stanislaus,29,3077,2411,113.47588077703078,52.48179038571878,86.55188584676321
2012,Statewide,19,2992,822,96.84571811542736,54.79849107135091,183.47191106683664
2012,Tulare,22,4132,659,116.21098066272988,35.99597964899077,73.05205493846255
2012,Ventura,46,4949,190,96.74885264149115,36.93043380958978,198.45696313024519
2013,Alameda,32,2862,3558,89.52870538709308,34.34241626199528,92.95116891932966
2013,Butte,36,1742,4113,67.79721314366323,31.406520120598763,77.03222613278797
2013,Fresno,7,3700,3959,72.53559586182702,52.66743381695345,12.370987493318509
2013,Imperial,48,4759,935,115.79613271021681,38.151193352006395,79.48943596058695
2013,Kern,41,405,4386,106.25033446616263,54.795225976137985,141.88643899909655
2013,Kings,5,2466,91,104.8853397510699,67.94014206079312,92.24991628713055
2013,Los Angeles,9,481,1300,89.70168821676417,59.72647568328529,55.31521975019085
2013,Madera,1,2831,1290,114.8786991906,31.70194195788,67.42512986994818
2013,Merced,46,4141,591,67.87783595160737,42.98581792075652,44.462451229364206
2013,Monterey,45,299,3115,111.43727199403901,51.241676444197,154.35766822938427
2013,Napa,41,1551,4007,111.28497190904713,50.84197793029716,70.18842059548032
2013,Riverside,39,467,3492,79.26313291353107,61.81311910293239,62.132721259759904
2013,Sacramento,16,2821,4781,61.39257687792682,41.97595326229136,31.7012682481983
2013,San Joaquin,6,1870,2679,119.4519618270134,49.679034697584086,189.9818541298375
2013,San Luis Obispo,1,1803,2599,96.99499435289417,64.95836769942767,47.55101629852718
2013,Santa Barbara,6,916,4148,83.71072704874736,57.736410011017156,48.36005038559872
2013,Santa Clara,47,449,655,109.8357175380801,42.103955904261575,192.8440757719335
2013,Santa Cruz,48,3020,4955,85.22313582093491,45.41170180157182,172.95232521486207
2013,Solano,1,19,3646,61.95626601325759,38.98678554947415,163.78210183576087
2013,Sonoma,22,3018,531,90.22898003646596,44.325646934399344,71.44327682204765
2013,Stanislaus,9,1317,1737,95.13489569228929,46.89553913900618,65.02217920460926
2013,Statewide,10,2411,4288,72.48852123437922,69.07812833031369,158.90640484182146
2013,Tulare,41,336,2491,80.64461792794657,46.2786073021175,58.027466163431995
2013,Ventura,2,1739,372,68.48354872311317,55.47636104667497,128.15054669414843
2014,Alameda,17,915,854,112.70512550296766,44.65729893487145,85.60812301059542
2014,Butte,41,197,80,114.83723034962594,66.88941679948522,95.3243421614498
2014,Fresno,40,2498,208,66.55004700802981,56.622894501189954,64.32042564633925
2014,Imperial,48,2100,3047,115.06443047931573,59.60993868200721,119.3571967341903
2014,Kern,16,4864,2508,63.21241734992773,60.11629226304724,2.1001204743708035
2014,Kings,23,2402,4202,97.13008229280894,64.49631788405586,167.38087058416397
2014,Los Angeles,7,3523,807,60.72398175455523,46.99677074925184,39.80098353567689
2014,Madera,33,1194,4031,83.02601850096337,61.54476821802074,127.1207118390714
2014,Merced,29,2724,1257,95.31085464810607,51.39590448701033,73.6131752229593
2014,Monterey,9,3532,768,114.62722892802725,60.34197134541542,161.7892799814042
